,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_cleanning__remove_accents,param_cleanning__remove_alpha_numeric,param_mnb__alpha,param_stemmer__lang,param_tfidf__max_df,param_tfidf__min_df,params,split0_test_accuracy,split1_test_accuracy,split2_test_accuracy,split3_test_accuracy,split4_test_accuracy,split5_test_accuracy,split6_test_accuracy,split7_test_accuracy,split8_test_accuracy,split9_test_accuracy,mean_test_accuracy,std_test_accuracy,rank_test_accuracy,split0_train_accuracy,split1_train_accuracy,split2_train_accuracy,split3_train_accuracy,split4_train_accuracy,split5_train_accuracy,split6_train_accuracy,split7_train_accuracy,split8_train_accuracy,split9_train_accuracy,mean_train_accuracy,std_train_accuracy,split0_test_f1_micro,split1_test_f1_micro,split2_test_f1_micro,split3_test_f1_micro,split4_test_f1_micro,split5_test_f1_micro,split6_test_f1_micro,split7_test_f1_micro,split8_test_f1_micro,split9_test_f1_micro,mean_test_f1_micro,std_test_f1_micro,rank_test_f1_micro,split0_train_f1_micro,split1_train_f1_micro,split2_train_f1_micro,split3_train_f1_micro,split4_train_f1_micro,split5_train_f1_micro,split6_train_f1_micro,split7_train_f1_micro,split8_train_f1_micro,split9_train_f1_micro,mean_train_f1_micro,std_train_f1_micro,split0_test_f1_macro,split1_test_f1_macro,split2_test_f1_macro,split3_test_f1_macro,split4_test_f1_macro,split5_test_f1_macro,split6_test_f1_macro,split7_test_f1_macro,split8_test_f1_macro,split9_test_f1_macro,mean_test_f1_macro,std_test_f1_macro,rank_test_f1_macro,split0_train_f1_macro,split1_train_f1_macro,split2_train_f1_macro,split3_train_f1_macro,split4_train_f1_macro,split5_train_f1_macro,split6_train_f1_macro,split7_train_f1_macro,split8_train_f1_macro,split9_train_f1_macro,mean_train_f1_macro,std_train_f1_macro
0,19.434823179244994,1.3723213293149144,4.0255390167236325,0.29381331944512945,True,True,0.001,english,1.0,0.0,"{'cleanning__remove_accents': True, 'cleanning__remove_alpha_numeric': True, 'mnb__alpha': 0.001, 'stemmer__lang': 'english', 'tfidf__max_df': 1.0, 'tfidf__min_df': 0.0}",0.9493670886075949,0.9676511954992968,0.9451476793248945,0.9492957746478873,0.9421720733427362,0.9449929478138223,0.9788434414668548,0.9421720733427362,0.9491525423728814,0.9364406779661016,0.9505285412262157,0.012235124683140256,17,0.9981203007518797,0.9981203007518797,0.9989035087719298,0.9985904463586531,0.998434074538052,0.998434074538052,0.9981208894456624,0.9981208894456624,0.9984343197119149,0.9981211836542978,0.9983399987967985,0.00025442027091115125,0.9493670886075949,0.9676511954992968,0.9451476793248945,0.9492957746478873,0.9421720733427362,0.9449929478138223,0.9788434414668548,0.9421720733427362,0.9491525423728814,0.9364406779661016,0.9505285412262157,0.012235124683140256,17,0.9981203007518797,0.9981203007518797,0.9989035087719298,0.9985904463586531,0.998434074538052,0.998434074538052,0.9981208894456624,0.9981208894456624,0.9984343197119149,0.9981211836542978,0.9983399987967985,0.00025442027091115125,0.9537417014003055,0.9707351701543689,0.9498393080951292,0.9550133605972398,0.9455303542316102,0.9456818439941278,0.979200760443483,0.9465421753103274,0.9541145347053168,0.9451232982613629,0.9545567111327639,0.010980353180685073,17,0.9982971304275808,0.99829659255224,0.9989873232733552,0.998711005106514,0.9985730098084891,0.9985777459008569,0.9982969181111008,0.9982922122053968,0.9986128365467147,0.9982969969714364,0.9984941770903685,0.00022670110552921703
1,18.275792717933655,0.23786199307214934,4.073398637771606,0.5027832400906677,True,True,0.001,english,1.0,0.01,"{'cleanning__remove_accents': True, 'cleanning__remove_alpha_numeric': True, 'mnb__alpha': 0.001, 'stemmer__lang': 'english', 'tfidf__max_df': 1.0, 'tfidf__min_df': 0.01}",0.9507735583684951,0.9746835443037974,0.9381153305203939,0.9338028169014084,0.9393511988716502,0.9139633286318759,0.9562764456981664,0.92524682651622,0.9350282485875706,0.9293785310734464,0.939675828047921,0.01630975236754563,45,0.9500313283208021,0.9495614035087719,0.9544172932330827,0.9520751761942051,0.9523958659567805,0.9555277168806765,0.95270905104917,0.9516129032258065,0.9516204790981682,0.9514639110693597,0.9521415128536821,0.0017075315865355259,0.9507735583684951,0.9746835443037974,0.9381153305203939,0.9338028169014084,0.9393511988716502,0.9139633286318759,0.9562764456981664,0.9252468265162201,0.9350282485875706,0.9293785310734464,0.939675828047921,0.016309752367545616,45,0.9500313283208021,0.9495614035087719,0.9544172932330827,0.9520751761942051,0.9523958659567805,0.9555277168806765,0.95270905104917,0.9516129032258065,0.9516204790981682,0.9514639110693597,0.9521415128536821,0.0017075315865355259,0.9532688122601123,0.9746267624429308,0.9407463845715605,0.9334064756724458,0.9409810676577864,0.9135849143881424,0.9569531878216734,0.9269801010304854,0.9343258019146137,0.9391270291994228,0.9414127721306781,0.016092878881547815,45,0.9522615342432259,0.9521216500175219,0.9565398886774276,0.9543922938393142,0.9548619099460184,0.9581838059357148,0.9553547663578164,0.9539794219026468,0.9538853472159801,0.9537382992645893,0.9545318917400255,0.0017461635462949637
2,18.31003358364105,0.22438647461975667,3.922969651222229,0.26381276289062683,True,True,0.001,english,0.95,0.0,"{'cleanning__remove_accents': True, 'cleanning__remove_alpha_numeric': True, 'mnb__alpha': 0.001, 'stemmer__lang': 'english', 'tfidf__max_df': 0.95, 'tfidf__min_df': 0.0}",0.9493670886075949,0.9676511954992968,0.9451476793248945,0.9492957746478873,0.9421720733427362,0.9449929478138223,0.9788434414668548,0.9421720733427362,0.9491525423728814,0.9364406779661016,0.9505285412262157,0.012235124683140256,17,0.9981203007518797,0.9981203007518797,0.9989035087719298,0.9985904463586531,0.998434074538052,0.998434074538052,0.9981208894456624,0.9981208894456624,0.9984343197119149,0.9981211836542978,0.9983399987967985,0.00025442027091115125,0.9493670886075949,0.9676511954992968,0.9451476793248945,0.9492957746478873,0.9421720733427362,0.9449929478138223,0.9788434414668548,0.9421720733427362,0.9491525423728814,0.9364406779661016,0.9505285412262157,0.012235124683140256,17,0.9981203007518797,0.9981203007518797,0.9989035087719298,0.9985904463586531,0.998434074538052,0.998434074538052,0.9981208894456624,0.9981208894456624,0.9984343197119149,0.9981211836542978,0.9983399987967985,0.00025442027091115125,0.9537417014003055,0.9707351701543689,0.9498393080951292,0.9550133605972398,0.9455303542316102,0.9456818439941278,0.979200760443483,0.9465421753103274,0.9541145347053168,0.9451232982613629,0.9545567111327639,0.010980353180685073,17,0.9982971304275808,0.99829659255224,0.9989873232733552,0.998711005106514,0.9985730098084891,0.9985777459008569,0.9982969181111008,0.9982922122053968,0.9986128365467147,0.9982969969714364,0.9984941770903685,0.00022670110552921703
3,20.436335730552674,2.7434787934789,4.273967695236206,0.781607795394706,True,True,0.001,english,0.95,0.01,"{'cleanning__remove_accents': True, 'cleanning__remove_alpha_numeric': True, 'mnb__alpha': 0.001, 'stemmer__lang': 'english', 'tfidf__max_df': 0.95, 'tfidf__min_df': 0.01}",0.9507735583684951,0.9746835443037974,0.9381153305203939,0.9338028169014084,0.9393511988716502,0.9139633286318759,0.9562764456981664,0.92524682651622,0.9350282485875706,0.9293785310734464,0.939675828047921,0.01630975236754563,45,0.9500313283208021,0.9495614035087719,0.9544172932330827,0.9520751761942051,0.9523958659567805,0.9555277168806765,0.95270905104917,0.9516129032258065,0.9516204790981682,0.9514639110693597,0.9521415128536821,0.0017075315865355259,0.9507735583684951,0.9746835443037974,0.9381153305203939,0.9338028169014084,0.9393511988716502,0.9139633286318759,0.9562764456981664,0.9252468265162201,0.9350282485875706,0.9293785310734464,0.939675828047921,0.016309752367545616,45,0.9500313283208021,0.9495614035087719,0.9544172932330827,0.9520751761942051,0.9523958659567805,0.9555277168806765,0.95270905104917,0.9516129032258065,0.9516204790981682,0.9514639110693597,0.9521415128536821,0.0017075315865355259,0.9532688122601123,0.9746267624429308,0.9407463845715605,0.9334064756724458,0.9409810676577864,0.9135849143881424,0.9569531878216734,0.9269801010304854,0.9343258019146137,0.9391270291994228,0.9414127721306781,0.016092878881547815,45,0.9522615342432259,0.9521216500175219,0.9565398886774276,0.9543922938393142,0.9548619099460184,0.9581838059357148,0.9553547663578164,0.9539794219026468,0.9538853472159801,0.9537382992645893,0.9545318917400255,0.0017461635462949637
4,18.30023374557495,0.25046472300776473,3.9086751699447633,0.38588744706633066,True,True,0.01,english,1.0,0.0,"{'cleanning__remove_accents': True, 'cleanning__remove_alpha_numeric': True, 'mnb__alpha': 0.01, 'stemmer__lang': 'english', 'tfidf__max_df': 1.0, 'tfidf__min_df': 0.0}",0.9549929676511955,0.9690576652601969,0.9521800281293952,0.9549295774647887,0.9464033850493653,0.9393511988716502,0.9774330042313117,0.9421720733427362,0.9590395480225988,0.9392655367231638,0.9534883720930233,0.011968207385396987,9,0.9978070175438597,0.9978070175438597,0.9982769423558897,0.9982772122161315,0.9971813341684935,0.9974945192608832,0.9974945192608832,0.9974945192608832,0.9978080475966807,0.9976514795678723,0.9977292608775438,0.0003301650658399437,0.9549929676511955,0.9690576652601969,0.9521800281293952,0.9549295774647887,0.9464033850493654,0.9393511988716502,0.9774330042313117,0.9421720733427362,0.9590395480225988,0.9392655367231638,0.9534883720930233,0.01196820738539698,9,0.9978070175438597,0.9978070175438597,0.9982769423558897,0.9982772122161315,0.9971813341684935,0.9974945192608832,0.9974945192608832,0.9974945192608832,0.9978080475966807,0.9976514795678723,0.9977292608775438,0.0003301650658399437,0.9598945746788664,0.9721652614178964,0.9563716683728043,0.9600471260317305,0.9500930203817827,0.9389580285045398,0.9772854218997878,0.9463158802048133,0.9611469897313817,0.9473398259017948,0.956967926917723,0.011211876611788156,5,0.9980206968268527,0.9980200453378006,0.9984249800052569,0.9984338032048545,0.9974569578103032,0.997737783807298,0.9977390944529194,0.9977349204295383,0.9980557028050875,0.9978784872296744,0.9979502471909587,0.0002940627773232491
5,20.44639413356781,2.734343178098732,4.312282514572144,0.8280392576889122,True,True,0.01,english,1.0,0.01,"{'cleanning__remove_accents': True, 'cleanning__remove_alpha_numeric': True, 'mnb__alpha': 0.01, 'stemmer__lang': 'english', 'tfidf__max_df': 1.0, 'tfidf__min_df': 0.01}",0.9507735583684951,0.9760900140646976,0.9381153305203939,0.9352112676056338,0.9393511988716502,0.9125528913963329,0.9562764456981664,0.926657263751763,0.9364406779661016,0.9293785310734464,0.9400986610288936,0.016640492021370277,41,0.9495614035087719,0.9492481203007519,0.9539473684210527,0.9517619420516836,0.9522392734105857,0.9552145317882869,0.9520826808643909,0.9516129032258065,0.9511507750117426,0.9511507750117426,0.9517969773594814,0.0017013477227425136,0.9507735583684951,0.9760900140646976,0.9381153305203939,0.9352112676056338,0.9393511988716502,0.9125528913963329,0.9562764456981664,0.926657263751763,0.9364406779661016,0.9293785310734464,0.9400986610288936,0.016640492021370277,41,0.9495614035087719,0.9492481203007519,0.9539473684210527,0.9517619420516836,0.9522392734105857,0.9552145317882869,0.952082680864391,0.9516129032258065,0.9511507750117426,0.9511507750117426,0.9517969773594814,0.0017013477227425153,0.9532688122601123,0.9767410484818406,0.9407463845715605,0.9345897825317993,0.9409810676577864,0.9110643795951405,0.9568295394662868,0.9281065983842869,0.9363857928386375,0.9391270291994228,0.9417969637571267,0.016740893307209192,41,0.9516224955785217,0.951708344481308,0.9561215281883709,0.954023137715879,0.9546742052066739,0.9578525563565523,0.9546308605910174,0.9539086814936908,0.9533424885093443,0.9533259991641145,0.9541210297285472,0.0017846235829904289
6,18.2037269115448,0.18474371079283808,3.881231498718262,0.43018413451520254,True,True,0.01,english,0.95,0.0,"{'cleanning__remove_accents': True, 'cleanning__remove_alpha_numeric': True, 'mnb__alpha': 0.01, 'stemmer__lang': 'english', 'tfidf__max_df': 0.95, 'tfidf__min_df': 0.0}",0.9549929676511955,0.9690576652601969,0.9521800281293952,0.9549295774647887,0.9464033850493653,0.9393511988716502,0.9774330042313117,0.9421720733427362,0.9590395480225988,0.9392655367231638,0.9534883720930233,0.011968207385396987,9,0.9978070175438597,0.9978070175438597,0.9982769423558897,0.9982772122161315,0.9971813341684935,0.9974945192608832,0.9974945192608832,0.9974945192608832,0.9978080475966807,0.9976514795678723,0.9977292608775438,0.0003301650658399437,0.9549929676511955,0.9690576652601969,0.9521800281293952,0.9549295774647887,0.9464033850493654,0.9393511988716502,0.9774330042313117,0.9421720733427362,0.9590395480225988,0.9392655367231638,0.9534883720930233,0.01196820738539698,9,0.9978070175438597,0.9978070175438597,0.9982769423558897,0.9982772122161315,0.9971813341684935,0.9974945192608832,0.9974945192608832,0.9974945192608832,0.9978080475966807,0.9976514795678723,0.9977292608775438,0.0003301650658399437,0.9598945746788664,0.9721652614178964,0.9563716683728043,0.9600471260317305,0.9500930203817827,0.9389580285045398,0.9772854218997878,0.9463158802048133,0.9611469897313817,0.9473398259017948,0.956967926917723,0.011211876611788156,5,0.9980206968268527,0.9980200453378006,0.9984249800052569,0.9984338032048545,0.9974569578103032,0.997737783807298,0.9977390944529194,0.9977349204295383,0.9980557028050875,0.9978784872296744,0.9979502471909587,0.0002940627773232491
7,19.83766977787018,1.925213037859096,4.377709770202637,0.7640833763149536,True,True,0.01,english,0.95,0.01,"{'cleanning__remove_accents': True, 'cleanning__remove_alpha_numeric': True, 'mnb__alpha': 0.01, 'stemmer__lang': 'english', 'tfidf__max_df': 0.95, 'tfidf__min_df': 0.01}",0.9507735583684951,0.9760900140646976,0.9381153305203939,0.9352112676056338,0.9393511988716502,0.9125528913963329,0.9562764456981664,0.926657263751763,0.9364406779661016,0.9293785310734464,0.9400986610288936,0.016640492021370277,41,0.9495614035087719,0.9492481203007519,0.9539473684210527,0.9517619420516836,0.9522392734105857,0.9552145317882869,0.9520826808643909,0.9516129032258065,0.9511507750117426,0.9511507750117426,0.9517969773594814,0.0017013477227425136,0.9507735583684951,0.9760900140646976,0.9381153305203939,0.9352112676056338,0.9393511988716502,0.9125528913963329,0.9562764456981664,0.926657263751763,0.9364406779661016,0.9293785310734464,0.9400986610288936,0.016640492021370277,41,0.9495614035087719,0.9492481203007519,0.9539473684210527,0.9517619420516836,0.9522392734105857,0.9552145317882869,0.952082680864391,0.9516129032258065,0.9511507750117426,0.9511507750117426,0.9517969773594814,0.0017013477227425153,0.9532688122601123,0.9767410484818406,0.9407463845715605,0.9345897825317993,0.9409810676577864,0.9110643795951405,0.9568295394662868,0.9281065983842869,0.9363857928386375,0.9391270291994228,0.9417969637571267,0.016740893307209192,41,0.9516224955785217,0.951708344481308,0.9561215281883709,0.954023137715879,0.9546742052066739,0.9578525563565523,0.9546308605910174,0.9539086814936908,0.9533424885093443,0.9533259991641145,0.9541210297285472,0.0017846235829904289
8,18.165516400337218,0.29337375241184355,3.8055294036865233,0.3418746219733211,True,True,0.1,english,1.0,0.0,"{'cleanning__remove_accents': True, 'cleanning__remove_alpha_numeric': True, 'mnb__alpha': 0.1, 'stemmer__lang': 'english', 'tfidf__max_df': 1.0, 'tfidf__min_df': 0.0}",0.9563994374120957,0.9789029535864979,0.9578059071729957,0.9478873239436619,0.9520451339915373,0.9351198871650211,0.9774330042313117,0.9407616361071932,0.9562146892655368,0.9463276836158192,0.9548978153629316,0.013485525126003109,5,0.9904448621553885,0.9902882205513784,0.9927944862155389,0.9899765074393109,0.9893517068587535,0.9917005950516755,0.9902912621359223,0.9909176323207015,0.9907624863002975,0.9913887584155315,0.9907916517444499,0.0009258930401138638,0.9563994374120957,0.9789029535864979,0.9578059071729959,0.9478873239436619,0.9520451339915373,0.9351198871650211,0.9774330042313117,0.9407616361071932,0.9562146892655368,0.9463276836158192,0.9548978153629316,0.013485525126003112,5,0.9904448621553885,0.9902882205513784,0.9927944862155389,0.9899765074393109,0.9893517068587535,0.9917005950516755,0.9902912621359223,0.9909176323207015,0.9907624863002975,0.9913887584155315,0.9907916517444499,0.0009258930401138638,0.9602319322775681,0.9797856661518527,0.9601780305852202,0.9528974667944956,0.9540564216624176,0.9313354483538568,0.975433262736443,0.9425354750042949,0.9581064597587554,0.953383580946116,0.956802524788199,0.013368180304009708,9,0.99098966105275,0.9908438851395464,0.9932419658822338,0.9904816202999167,0.9899270825973445,0.9924520654644375,0.9909417140458097,0.991519493472346,0.9913685998751506,0.9919783224888813,0.9913744410318417,0.0009243075114477979
9,19.910986399650575,2.1987840261624,3.881398415565491,0.3807936282208032,True,True,0.1,english,1.0,0.01,"{'cleanning__remove_accents': True, 'cleanning__remove_alpha_numeric': True, 'mnb__alpha': 0.1, 'stemmer__lang': 'english', 'tfidf__max_df': 1.0, 'tfidf__min_df': 0.01}",0.9507735583684951,0.9746835443037974,0.9367088607594937,0.9338028169014084,0.9393511988716502,0.9125528913963329,0.9590973201692524,0.9280677009873061,0.9364406779661016,0.9307909604519774,0.9402396053558845,0.016515906348603535,37,0.9494047619047619,0.9490914786967418,0.9531641604010025,0.9503523884103368,0.9522392734105857,0.9545881616035077,0.9512997181334168,0.9512997181334168,0.9506810709253171,0.9502113668388915,0.9512332098457978,0.0016143228627384118,0.9507735583684951,0.9746835443037974,0.9367088607594937,0.9338028169014084,0.9393511988716502,0.9125528913963329,0.9590973201692524,0.9280677009873061,0.9364406779661016,0.9307909604519774,0.9402396053558845,0.016515906348603535,37,0.9494047619047619,0.9490914786967418,0.9531641604010025,0.9503523884103368,0.9522392734105857,0.9545881616035077,0.9512997181334168,0.9512997181334168,0.9506810709253171,0.9502113668388915,0.9512332098457978,0.0016143228627384118,0.9532688122601123,0.9755284149713116,0.9391197615707507,0.933249537936421,0.9409810676577864,0.9110643795951405,0.960140354194969,0.9294094187471493,0.9363857928386375,0.9409859733036771,0.9420248587061666,0.016780415789354162,37,0.951465407970576,0.9515821708309695,0.9553096317322376,0.952347225541273,0.9544080346333711,0.9572343697868779,0.953838264711734,0.953471741021048,0.9528409501442908,0.9523143947157146,0.9534812191088091,0.0017071331224053669
